WHO_REGION,UNICEF_REGION,WBINCOME_LONG_STATUS,WHO_LEGAL_STATUS_TITLE,DEVELOPMENT_STATUS,COVAX_STATUS,COUNTRYNAME,ISO_3_CODE,DATE,UNPOP,VACCINE_NAME,NUMBER_TARGET,N_VACC_LAST_DOSE,N_VACC_DOSE1,PARTIALLY_VACCINATED,NOT_VACCINATED,PERSONS_VACCINATED_1PLUS_DOSE_PER100,TOTAL_VACCINATIONS_PER100
WPR,EAPRO,Upper middle income,Member State,Developing,AMC,Marshall Islands,MHL,2022-11,41569,Unknown Vaccine,,36633,43458,6825,,104.54425172604586,88.12576679737305
WPR,EAPRO,Upper middle income,Member State,Developing,AMC,Tonga,TON,2022-11,106858,Moderna - Spikevax,,0,49,49,,0.045855247150424,0
WPR,EAPRO,Upper middle income,Member State,Developing,AMC,Tonga,TON,2022-11,106858,Pfizer BioNTech - Comirnaty,,21411,25683,4272,,24.034700256415057,20.036871361994425
WPR,EAPRO,Upper middle income,Member State,Developing,AMC,Tonga,TON,2022-11,106858,AstraZeneca - Vaxzevria,,55389,61510,6121,,57.56237249433828,51.83420988601696
WPR,EAPRO,Upper middle income,Member State,Developing,AMC,Tonga,TON,2022-11,106858,Unknown Vaccine,,72688,77510,4822,,72.5355144210073,68.02298377285744
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,AstraZeneca - Vaxzevria,,,,,,,
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,Beijing CNBG - BBIBP-CorV,,,,,,,
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,CanSino - Convidecia,,,,,,,
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,Pfizer BioNTech - Comirnaty,,,,,,,
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,Sinovac - CoronaVac,,,,,,,
WPR,EAPRO,Upper middle income,Member State,Developing,No,Malaysia,MYS,2022-11,33938221,Unknown Vaccine,,27516882,28107427,590545,,82.81938820541006,81.07932940857448
WPR,EAPRO,Upper middle income,Member State,Developing,Self-financing,China,CHN,2022-11,1425887337,Unknown Vaccine,,1270000000,1300000000,30000000,,91.17129847966382,89.06734543782542
WPR,EAPRO,Upper middle income,Member State,Developing,Self-financing,Palau,PLW,2022-11,18055,Janssen - Ad26.COV 2-S,,2339,2339,0,,12.954860149543064,12.954860149543064
WPR,EAPRO,Upper middle income,Member State,Developing,Self-financing,Palau,PLW,2022-11,18055,Pfizer BioNTech - Comirnaty,,3299,4732,1433,,26.208806424813073,18.271946829133203
WPR,EAPRO,Upper middle income,Member State,Developing,Self-financing,Palau,PLW,2022-11,18055,Moderna - Spikevax,,12765,13023,258,,72.129603987815,70.70063694267516
WPR,EAPRO,Upper middle income,Member State,Least developed,AMC,Tuvalu,TUV,2022-11,11312,AstraZeneca - Vaxzevria,,9322,9603,281,,84.89214992927865,82.40806223479491
