ISO3_code,date,NCU_to_USD,source
IDN,12/26/2022 12:00:00 AM,15636.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/23/2022 12:00:00 AM,15605.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/22/2022 12:00:00 AM,15594.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/21/2022 12:00:00 AM,15601.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/20/2022 12:00:00 AM,15608.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/19/2022 12:00:00 AM,15621.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/16/2022 12:00:00 AM,15617.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/15/2022 12:00:00 AM,15630.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/14/2022 12:00:00 AM,15619.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/13/2022 12:00:00 AM,15661.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/12/2022 12:00:00 AM,15642.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/9/2022 12:00:00 AM,15587.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/8/2022 12:00:00 AM,15624.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/7/2022 12:00:00 AM,15619.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/6/2022 12:00:00 AM,15576.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/5/2022 12:00:00 AM,15409.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/2/2022 12:00:00 AM,15429.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,12/1/2022 12:00:00 AM,15617.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/30/2022 12:00:00 AM,15742.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/29/2022 12:00:00 AM,15737.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/28/2022 12:00:00 AM,15729.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/25/2022 12:00:00 AM,15668.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/24/2022 12:00:00 AM,15647.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/23/2022 12:00:00 AM,15700.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/22/2022 12:00:00 AM,15716.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/21/2022 12:00:00 AM,15707.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/18/2022 12:00:00 AM,15692.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/17/2022 12:00:00 AM,15687.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/16/2022 12:00:00 AM,15610.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/15/2022 12:00:00 AM,15564.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/14/2022 12:00:00 AM,15499.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/11/2022 12:00:00 AM,15493.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/10/2022 12:00:00 AM,15701.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/9/2022 12:00:00 AM,15654.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/8/2022 12:00:00 AM,15684.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/7/2022 12:00:00 AM,15692.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/4/2022 12:00:00 AM,15736.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/3/2022 12:00:00 AM,15681.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/2/2022 12:00:00 AM,15652.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,11/1/2022 12:00:00 AM,15647.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/31/2022 12:00:00 AM,15596.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/28/2022 12:00:00 AM,15542.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/27/2022 12:00:00 AM,15573.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/26/2022 12:00:00 AM,15596.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/25/2022 12:00:00 AM,15616.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/24/2022 12:00:00 AM,15590.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/21/2022 12:00:00 AM,15610.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/20/2022 12:00:00 AM,15579.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/19/2022 12:00:00 AM,15491.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/18/2022 12:00:00 AM,15469.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/17/2022 12:00:00 AM,15480.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/14/2022 12:00:00 AM,15390.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/13/2022 12:00:00 AM,15357.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/12/2022 12:00:00 AM,15373.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/11/2022 12:00:00 AM,15362.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/10/2022 12:00:00 AM,15299.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/7/2022 12:00:00 AM,15246.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/6/2022 12:00:00 AM,15197.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/5/2022 12:00:00 AM,15196.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/4/2022 12:00:00 AM,15276.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,10/3/2022 12:00:00 AM,15293.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/30/2022 12:00:00 AM,15232.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/29/2022 12:00:00 AM,15247.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/28/2022 12:00:00 AM,15243.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/27/2022 12:00:00 AM,15155.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/26/2022 12:00:00 AM,15119.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/23/2022 12:00:00 AM,15035.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/22/2022 12:00:00 AM,15033.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/21/2022 12:00:00 AM,15011.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/20/2022 12:00:00 AM,14975.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/19/2022 12:00:00 AM,14980.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/16/2022 12:00:00 AM,14939.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/15/2022 12:00:00 AM,14899.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/14/2022 12:00:00 AM,14923.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/13/2022 12:00:00 AM,14861.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/12/2022 12:00:00 AM,14839.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/9/2022 12:00:00 AM,14846.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/8/2022 12:00:00 AM,14905.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/7/2022 12:00:00 AM,14927.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/6/2022 12:00:00 AM,14885.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/5/2022 12:00:00 AM,14920.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/2/2022 12:00:00 AM,14900.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,9/1/2022 12:00:00 AM,14884.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/31/2022 12:00:00 AM,14853.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/30/2022 12:00:00 AM,14875.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/29/2022 12:00:00 AM,14887.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/26/2022 12:00:00 AM,14814.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/25/2022 12:00:00 AM,14827.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/24/2022 12:00:00 AM,14851.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/23/2022 12:00:00 AM,14893.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/22/2022 12:00:00 AM,14882.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/19/2022 12:00:00 AM,14858.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/18/2022 12:00:00 AM,14822.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/16/2022 12:00:00 AM,14767.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/15/2022 12:00:00 AM,14727.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/12/2022 12:00:00 AM,14688.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/11/2022 12:00:00 AM,14799.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/10/2022 12:00:00 AM,14875.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/9/2022 12:00:00 AM,14862.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/8/2022 12:00:00 AM,14915.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/5/2022 12:00:00 AM,14904.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/4/2022 12:00:00 AM,14929.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/3/2022 12:00:00 AM,14917.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/2/2022 12:00:00 AM,14888.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,8/1/2022 12:00:00 AM,14874.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/29/2022 12:00:00 AM,14860.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/28/2022 12:00:00 AM,14958.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/27/2022 12:00:00 AM,15020.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/26/2022 12:00:00 AM,14984.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/25/2022 12:00:00 AM,14992.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/22/2022 12:00:00 AM,15024.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/21/2022 12:00:00 AM,15017.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/20/2022 12:00:00 AM,14984.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/19/2022 12:00:00 AM,14992.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/18/2022 12:00:00 AM,14986.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/15/2022 12:00:00 AM,14999.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/14/2022 12:00:00 AM,14999.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/13/2022 12:00:00 AM,14985.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/12/2022 12:00:00 AM,14993.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/11/2022 12:00:00 AM,14969.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/8/2022 12:00:00 AM,14981.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/7/2022 12:00:00 AM,14986.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/6/2022 12:00:00 AM,15015.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/5/2022 12:00:00 AM,14990.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/4/2022 12:00:00 AM,14960.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,7/1/2022 12:00:00 AM,14956.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/30/2022 12:00:00 AM,14882.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/29/2022 12:00:00 AM,14848.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/28/2022 12:00:00 AM,14837.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/27/2022 12:00:00 AM,14802.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/24/2022 12:00:00 AM,14846.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/23/2022 12:00:00 AM,14835.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/22/2022 12:00:00 AM,14860.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/21/2022 12:00:00 AM,14804.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/20/2022 12:00:00 AM,14836.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/17/2022 12:00:00 AM,14828.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/16/2022 12:00:00 AM,14741.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/15/2022 12:00:00 AM,14746.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/14/2022 12:00:00 AM,14729.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/13/2022 12:00:00 AM,14672.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/10/2022 12:00:00 AM,14569.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/9/2022 12:00:00 AM,14555.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/8/2022 12:00:00 AM,14477.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/7/2022 12:00:00 AM,14464.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/6/2022 12:00:00 AM,14462.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/3/2022 12:00:00 AM,14431.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,6/2/2022 12:00:00 AM,14526.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/31/2022 12:00:00 AM,14592.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/30/2022 12:00:00 AM,14544.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/27/2022 12:00:00 AM,14578.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/25/2022 12:00:00 AM,14645.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/24/2022 12:00:00 AM,14653.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/23/2022 12:00:00 AM,14665.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/20/2022 12:00:00 AM,14661.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/19/2022 12:00:00 AM,14731.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/18/2022 12:00:00 AM,14682.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/17/2022 12:00:00 AM,14651.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/13/2022 12:00:00 AM,14619.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/12/2022 12:00:00 AM,14585.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/11/2022 12:00:00 AM,14546.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/10/2022 12:00:00 AM,14546.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,5/9/2022 12:00:00 AM,14534.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/28/2022 12:00:00 AM,14480.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/27/2022 12:00:00 AM,14418.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/26/2022 12:00:00 AM,14412.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/25/2022 12:00:00 AM,14452.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/22/2022 12:00:00 AM,14361.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/21/2022 12:00:00 AM,14348.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/20/2022 12:00:00 AM,14351.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/19/2022 12:00:00 AM,14347.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/18/2022 12:00:00 AM,14356.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/14/2022 12:00:00 AM,14349.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/13/2022 12:00:00 AM,14359.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/12/2022 12:00:00 AM,14364.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/11/2022 12:00:00 AM,14370.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/8/2022 12:00:00 AM,14365.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/7/2022 12:00:00 AM,14359.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/6/2022 12:00:00 AM,14364.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/5/2022 12:00:00 AM,14348.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/4/2022 12:00:00 AM,14362.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,4/1/2022 12:00:00 AM,14364.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/31/2022 12:00:00 AM,14357.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/30/2022 12:00:00 AM,14349.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/29/2022 12:00:00 AM,14364.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/28/2022 12:00:00 AM,14360.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/25/2022 12:00:00 AM,14341.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/24/2022 12:00:00 AM,14361.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/23/2022 12:00:00 AM,14351.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/22/2022 12:00:00 AM,14358.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/21/2022 12:00:00 AM,14341.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/18/2022 12:00:00 AM,14340.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/17/2022 12:00:00 AM,14290.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/16/2022 12:00:00 AM,14311.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/15/2022 12:00:00 AM,14321.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/14/2022 12:00:00 AM,14328.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/11/2022 12:00:00 AM,14306.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/10/2022 12:00:00 AM,14298.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/9/2022 12:00:00 AM,14371.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/8/2022 12:00:00 AM,14394.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/7/2022 12:00:00 AM,14411.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/4/2022 12:00:00 AM,14383.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/2/2022 12:00:00 AM,14373.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,3/1/2022 12:00:00 AM,14350.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/25/2022 12:00:00 AM,14369.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/24/2022 12:00:00 AM,14371.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/23/2022 12:00:00 AM,14355.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/22/2022 12:00:00 AM,14362.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/21/2022 12:00:00 AM,14329.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/18/2022 12:00:00 AM,14339.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/17/2022 12:00:00 AM,14301.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/16/2022 12:00:00 AM,14278.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/15/2022 12:00:00 AM,14292.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/14/2022 12:00:00 AM,14338.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/11/2022 12:00:00 AM,14359.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/10/2022 12:00:00 AM,14344.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/9/2022 12:00:00 AM,14366.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/8/2022 12:00:00 AM,14385.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/7/2022 12:00:00 AM,14404.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/4/2022 12:00:00 AM,14376.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/3/2022 12:00:00 AM,14381.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,2/2/2022 12:00:00 AM,14347.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,1/31/2022 12:00:00 AM,14392.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,1/28/2022 12:00:00 AM,14381.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,1/27/2022 12:00:00 AM,14385.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
IDN,1/26/2022 12:00:00 AM,14346.00,https://www.bi.go.id/en/statistik/informasi-kurs/jisdor/Default.aspx
